,VALID_RATIO,PROPERTY,IMPROVEMENT,SIMILARITY,NOVELTY,SUCCESS,SUCCESS_WO_NOVEL,DIVERSITY,THRESHOLD_SIMILARITY
MTMR,0.995,1.9453461467671043,4.662588093873941,0.308346053843089,0.995,0.4475,0.4475,0.37113988352934235,0.4
MTMR,0.995,1.9453461467671043,4.662588093873941,0.308346053843089,0.995,0.32375,0.32375,0.37113988352934235,0.45
MTMR,0.995,1.9453461467671043,4.662588093873941,0.308346053843089,0.995,0.21875,0.21875,0.37113988352934235,0.5
MTMR,0.995,1.9453461467671043,4.662588093873941,0.308346053843089,0.995,0.13125,0.13125,0.37113988352934235,0.55
MTMR,0.995,1.9453461467671043,4.662588093873941,0.308346053843089,0.995,0.08125,0.08125,0.37113988352934235,0.6
MTMR,0.995,1.9453461467671043,4.662588093873941,0.308346053843089,0.995,0.03875,0.03875,0.37113988352934235,0.65
MTMR,0.995,1.9453461467671043,4.662588093873941,0.308346053843089,0.995,0.00875,0.00875,0.37113988352934235,0.7
VJTNN,0.975,1.4890048037128445,4.09487689988592,0.31608022195652274,0.975,0.42125,0.42125,0.33558771471598947,0.4
VJTNN,0.975,1.4890048037128445,4.09487689988592,0.31608022195652274,0.975,0.295,0.2975,0.33558771471598947,0.45
VJTNN,0.975,1.4890048037128445,4.09487689988592,0.31608022195652274,0.975,0.19625,0.19625,0.33558771471598947,0.5
VJTNN,0.975,1.4890048037128445,4.09487689988592,0.31608022195652274,0.975,0.08375,0.08375,0.33558771471598947,0.55
VJTNN,0.975,1.4890048037128445,4.09487689988592,0.31608022195652274,0.975,0.0425,0.04375,0.33558771471598947,0.6
VJTNN,0.975,1.4890048037128445,4.09487689988592,0.31608022195652274,0.975,0.0275,0.0275,0.33558771471598947,0.65
VJTNN,0.975,1.4890048037128445,4.09487689988592,0.31608022195652274,0.975,0.005,0.005,0.33558771471598947,0.7
VJTNN+GAN,0.98375,1.4308348202504773,4.087196310139612,0.3243679248484937,0.98375,0.415,0.415,0.33730157946394246,0.4
VJTNN+GAN,0.98375,1.4308348202504773,4.087196310139612,0.3243679248484937,0.98375,0.2975,0.29875,0.33730157946394246,0.45
VJTNN+GAN,0.98375,1.4308348202504773,4.087196310139612,0.3243679248484937,0.98375,0.19625,0.19625,0.33730157946394246,0.5
VJTNN+GAN,0.98375,1.4308348202504773,4.087196310139612,0.3243679248484937,0.98375,0.08625,0.0875,0.33730157946394246,0.55
VJTNN+GAN,0.98375,1.4308348202504773,4.087196310139612,0.3243679248484937,0.98375,0.04125,0.0425,0.33730157946394246,0.6
VJTNN+GAN,0.98375,1.4308348202504773,4.087196310139612,0.3243679248484937,0.98375,0.015,0.015,0.33730157946394246,0.65
VJTNN+GAN,0.98375,1.4308348202504773,4.087196310139612,0.3243679248484937,0.98375,0.005,0.005,0.33730157946394246,0.7
CORE,0.98375,1.4308348202504773,4.087196310139612,0.3243679248484937,0.98375,0.415,0.415,0.33730157946394246,0.4
CORE,0.98375,1.4308348202504773,4.087196310139612,0.3243679248484937,0.98375,0.2975,0.29875,0.33730157946394246,0.45
CORE,0.98375,1.4308348202504773,4.087196310139612,0.3243679248484937,0.98375,0.19625,0.19625,0.33730157946394246,0.5
CORE,0.98375,1.4308348202504773,4.087196310139612,0.3243679248484937,0.98375,0.08625,0.0875,0.33730157946394246,0.55
CORE,0.98375,1.4308348202504773,4.087196310139612,0.3243679248484937,0.98375,0.04125,0.0425,0.33730157946394246,0.6
CORE,0.98375,1.4308348202504773,4.087196310139612,0.3243679248484937,0.98375,0.015,0.015,0.33730157946394246,0.65
CORE,0.98375,1.4308348202504773,4.087196310139612,0.3243679248484937,0.98375,0.005,0.005,0.33730157946394246,0.7
HierG2G,0.9475,1.5100191981100375,4.05192211280145,0.26607339187755175,0.9475,0.35375,0.35375,0.29178956853496874,0.4
HierG2G,0.9475,1.5100191981100375,4.05192211280145,0.26607339187755175,0.9475,0.2325,0.2325,0.29178956853496874,0.45
HierG2G,0.9475,1.5100191981100375,4.05192211280145,0.26607339187755175,0.9475,0.1375,0.1375,0.29178956853496874,0.5
HierG2G,0.9475,1.5100191981100375,4.05192211280145,0.26607339187755175,0.9475,0.04625,0.0475,0.29178956853496874,0.55
HierG2G,0.9475,1.5100191981100375,4.05192211280145,0.26607339187755175,0.9475,0.01375,0.015,0.29178956853496874,0.6
HierG2G,0.9475,1.5100191981100375,4.05192211280145,0.26607339187755175,0.9475,0.0025,0.0025,0.29178956853496874,0.65
HierG2G,0.9475,1.5100191981100375,4.05192211280145,0.26607339187755175,0.9475,0.0,0.0,0.29178956853496874,0.7
